,name,state,location_type,cocoa,area_harvested_cocoa,area_planted_cocoa,coffee,area_planted_coffee,area_harvested_coffee,area_planted_corn,area_harvested_corn,corn,rice,area_planted_rice,area_harvested_rice,area_planted_soy,soy,area_harvested_soy,area_harvested_sugarcane,area_planted_sugarcane,sugarcane
1816,Doutor Mauricio Cardoso,Rio Grande do Sul,city,0,0,0,0,0,0,6530,6530,47178,0,0,0,13780,20715,13780,25,25,625
1817,Doutor Pedrinho,Santa Catarina,city,0,0,0,0,0,0,146,146,730,7596,844,844,88,334,88,0,0,0
1818,Doutor Ricardo,Rio Grande do Sul,city,0,0,0,0,0,0,220,220,264,0,0,0,200,300,200,30,30,1200
1819,Doutor Severiano,Rio Grande do Norte,city,0,0,0,0,0,0,450,360,254,2,1,1,0,0,0,3,3,102
1820,Doutor Ulysses,Parana,city,0,0,0,0,0,0,2000,2000,4500,34,40,40,850,2846,850,10,10,200
1821,Doverlandia,Goias,city,0,0,0,0,0,0,8000,8000,46560,0,0,0,25000,76200,25000,0,0,0
1822,Dracena,Sao Paulo,microregion,0,0,0,236,255,255,877,877,2963,0,0,0,2901,7830,2901,96890,96890,6599520
1823,Dracena,Sao Paulo,city,0,0,0,90,100,100,250,250,973,0,0,0,264,686,264,13400,13400,911200
1824,Duartina,Sao Paulo,city,0,0,0,295,210,210,50,50,207,0,0,0,0,0,0,200,200,14119
1825,Duas Barras,Rio de Janeiro,city,0,0,0,630,301,301,3,3,9,0,0,0,0,0,0,0,0,0
1826,Duas Estradas,Paraiba,city,0,0,0,0,0,0,100,100,60,0,0,0,0,0,0,40,40,2000
1827,Duere,Tocantins,city,0,0,0,0,0,0,600,600,3878,52740,9000,9000,4114,12548,4114,40,40,1653
1828,Dumont,Sao Paulo,city,0,0,0,0,0,0,72,72,360,0,0,0,300,1080,300,8500,8500,722500
1829,Duque Bacelar,Maranhao,city,0,0,0,0,0,0,185,185,111,191,210,210,0,0,0,515,515,27810
1830,Duque de Caxias,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,1335
1831,Durande,Minas Gerais,city,0,0,0,7800,5200,5200,120,120,432,0,0,0,0,0,0,0,0,0
1832,Dario Meira,Bahia,city,824,3350,3350,2,3,3,0,0,0,0,0,0,0,0,0,65,65,554
1833,Echapora,Sao Paulo,city,0,0,0,84,70,70,2150,2150,12900,0,0,0,3000,9000,3000,3000,3000,195000
1834,Ecoporanga,Espirito Santo,city,18,20,20,5927,2515,2515,14,14,36,0,0,0,0,0,0,50,50,3000
1835,Edealina,Goias,city,0,0,0,0,0,0,3600,3024,13770,0,0,0,21000,75600,21000,90,90,7470
1836,Edeia,Goias,city,0,0,0,0,0,0,8500,8500,29580,0,0,0,28500,99180,28500,32000,32000,2560000
1837,Eirunepe,Amazonas,city,0,0,0,0,0,0,63,63,88,0,0,0,0,0,0,60,60,3000
1838,Eldorado,Mato Grosso do Sul,city,0,0,0,3,5,5,10030,8500,30600,0,0,0,20000,11956,19927,5400,5400,253285
1839,Eldorado,Sao Paulo,city,0,0,0,0,0,0,75,75,115,44,20,20,0,0,0,0,0,0
1840,Eldorado do Carajas,Para,city,108,120,120,0,0,0,1648,1648,3337,66,51,51,0,0,0,0,0,0
1841,Eldorado do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,100,100,253,85918,11854,11854,2500,6000,2500,5,5,50
1842,Elesbao Veloso,Piaui,city,0,0,0,0,0,0,860,860,851,143,180,180,0,0,0,0,0,0
1843,Elias Fausto,Sao Paulo,city,0,0,0,0,0,0,500,500,3000,0,0,0,500,1800,500,7000,7000,560000
1844,Eliseu Martins,Piaui,city,0,0,0,0,0,0,1500,1500,2400,0,2,0,0,0,0,0,0,0
1845,Elisiario,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6167,6167,447724
1846,Elisio Medrado,Bahia,city,145,250,250,0,0,0,25,25,23,0,0,0,0,0,0,1,1,10
1847,Eloi Mendes,Minas Gerais,city,0,0,0,11071,10155,10155,2000,2000,14400,0,0,0,2500,9000,2500,35,35,1400
1848,Emas,Paraiba,city,0,0,0,0,0,0,290,290,348,84,70,70,0,0,0,0,0,0
1849,Embauba,Sao Paulo,city,0,0,0,0,0,0,20,20,120,0,0,0,35,140,35,6000,6000,360000
1850,Embu das Artes,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,Embu-Guacu,Sao Paulo,city,0,0,0,0,0,0,4,4,23,0,0,0,0,0,0,0,0,0
1852,Emilianopolis,Sao Paulo,city,0,0,0,0,0,0,850,850,3960,0,0,0,850,2190,850,4100,4100,410000
1853,Encantado,Rio Grande do Sul,city,0,0,0,0,0,0,350,350,963,0,0,0,400,720,400,30,30,720
1854,Encanto,Rio Grande do Norte,city,0,0,0,0,0,0,250,90,70,5,3,3,0,0,0,1,1,85
1855,Encruzilhada,Bahia,city,0,0,0,6571,5800,5800,1000,1000,267,0,0,0,0,0,0,100,100,2278
1856,Encruzilhada do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,3000,1500,7200,8357,1092,1092,51750,80130,49250,0,0,0
1857,Engenheiro Beltrao,Parana,city,0,0,0,8,15,15,32250,32250,166875,0,0,0,35200,21824,35200,242,242,11616
1858,Engenheiro Caldas,Minas Gerais,city,0,0,0,0,0,0,30,30,90,0,0,0,0,0,0,0,0,0
1859,Engenheiro Coelho,Sao Paulo,city,0,0,0,0,0,0,1190,1190,7539,0,0,0,600,2160,600,2400,2400,216000
1860,Engenheiro Navarro,Minas Gerais,city,0,0,0,4,4,4,800,800,1200,18,15,10,0,0,0,200,200,6400
1861,Engenheiro Paulo de Frontin,Rio de Janeiro,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,157
1862,Engenho Velho,Rio Grande do Sul,city,0,0,0,0,0,0,150,150,270,0,0,0,4000,4800,4000,10,10,350
1863,Entorno de Brasilia,Goias,microregion,0,0,0,7985,3483,3483,205055,196198,1343756,673,305,305,618407,2260410,618407,31055,31055,2569713
1864,Entre Folhas,Minas Gerais,city,0,0,0,456,380,380,50,50,150,0,0,0,0,0,0,16,16,528
1865,Entre Rios,Bahia,microregion,0,0,0,0,0,0,3140,3140,14770,0,0,0,0,0,0,0,0,0
1866,Entre Rios,Bahia,city,0,0,0,0,0,0,1800,1800,9646,0,0,0,0,0,0,0,0,0
1867,Entre Rios,Santa Catarina,city,0,0,0,0,0,0,150,150,585,1,1,1,1500,2520,1500,0,0,0
1868,Entre Rios de Minas,Minas Gerais,city,0,0,0,270,150,150,1200,1200,7200,0,0,0,0,0,0,35,35,1505
1869,Entre Rios do Oeste,Parana,city,0,0,0,0,0,0,5400,5400,31240,0,0,0,5230,4288,5230,5,5,200
1870,Entre Rios do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,500,500,1200,0,0,0,5500,8250,5500,11,11,330
1871,Entre-Ijuis,Rio Grande do Sul,city,0,0,0,0,0,0,4000,4000,19616,0,0,0,33223,13949,33223,20,20,160
1872,Envira,Amazonas,city,0,0,0,180,19,12,600,600,1080,280,150,150,0,0,0,0,0,0
1873,Eneas Marques,Parana,city,0,0,0,0,0,0,1500,1050,5200,1,1,1,3320,2988,3320,10,10,500
1874,Epitaciolandia,Acre,city,0,0,0,48,30,30,2395,2395,8878,280,200,200,0,0,0,12,12,300
1875,Equador,Rio Grande do Norte,city,0,0,0,0,0,0,130,130,91,0,0,0,0,0,0,0,0,0
1876,Erebango,Rio Grande do Sul,city,0,0,0,0,0,0,750,750,4490,8,2,2,10500,34230,10500,1,1,40
1877,Erechim,Rio Grande do Sul,microregion,0,0,0,0,0,0,39962,39762,137489,19,15,15,192503,424531,192491,968,968,38190
1878,Erechim,Rio Grande do Sul,city,0,0,0,0,0,0,1000,1000,4000,0,0,0,10050,22110,10050,32,32,1600
1879,Erere,Ceara,city,0,0,0,0,0,0,1800,1800,2155,0,0,0,0,0,0,20,20,1525
1880,Ermo,Santa Catarina,city,0,0,0,0,0,0,450,450,3630,30900,3324,3324,220,792,220,0,0,0
1881,Ernestina,Rio Grande do Sul,city,0,0,0,0,0,0,350,350,725,0,0,0,17100,29070,17100,0,0,0
1882,Erval Grande,Rio Grande do Sul,city,0,0,0,0,0,0,400,400,840,2,3,3,3700,6660,3700,40,40,1600
1883,Erval Seco,Rio Grande do Sul,city,0,0,0,0,0,0,3000,3000,11880,0,0,0,15000,16785,15000,40,40,1000
1884,Erval Velho,Santa Catarina,city,0,0,0,0,0,0,3000,3000,27000,0,0,0,2000,7200,2000,0,0,0
1885,Ervalia,Minas Gerais,city,0,0,0,6600,5500,5500,1880,1880,8840,0,0,0,0,0,0,50,50,2650
1886,Escada,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,6500,455000
1887,Esmeralda,Rio Grande do Sul,city,0,0,0,0,0,0,6800,6800,14688,0,0,0,30000,54840,30000,0,0,0
1888,Esmeraldas,Minas Gerais,city,0,0,0,95,45,45,100,100,540,0,0,0,0,0,0,100,100,5200
1889,Espera Feliz,Minas Gerais,city,0,0,0,11400,9500,9500,650,650,2594,0,0,0,0,0,0,5,5,175
1890,Esperantina,Piaui,city,0,0,0,0,0,0,1698,1698,1207,1615,1615,1615,0,0,0,0,0,0
1891,Esperantina,Tocantins,city,0,0,0,0,0,0,10,10,80,90,20,20,0,0,0,0,0,0
1892,Esperantinopolis,Maranhao,city,0,0,0,0,0,0,589,589,908,674,558,558,0,0,0,3,3,118
1893,Esperanca,Paraiba,microregion,0,0,0,0,0,0,1870,1705,1310,0,0,0,0,0,0,0,0,0
1894,Esperanca,Paraiba,city,0,0,0,0,0,0,800,800,400,0,0,0,0,0,0,0,0,0
1895,Esperanca Nova,Parana,city,0,0,0,2,6,6,320,320,235,0,0,0,300,135,300,0,0,0
1896,Esperanca do Sul,Rio Grande do Sul,city,0,0,0,0,0,0,1700,1700,2856,0,0,0,5000,4650,5000,80,80,1600
1897,Espigao Alto do Iguacu,Parana,city,0,0,0,0,0,0,1980,1980,7831,4,4,4,11000,43560,11000,10,10,382
1898,Espigao D'Oeste,Rondonia,city,2,3,3,5427,1530,1530,1150,1150,4840,360,150,150,1200,4320,1200,0,0,0
1899,Espinosa,Minas Gerais,city,0,0,0,0,0,0,900,800,720,0,0,0,0,0,0,45,45,1530
1900,Esplanada,Bahia,city,0,0,0,0,0,0,900,900,3585,0,0,0,0,0,0,0,0,0
1901,Espumoso,Rio Grande do Sul,city,0,0,0,0,0,0,1200,1200,3060,0,0,0,51150,61650,51150,10,10,500
1902,Espirito Santo,Espirito Santo,state,11703,17488,17488,950823,408681,408646,15624,15624,52537,373,98,98,80,200,80,52697,52697,3108481
1903,Espirito Santo,Rio Grande do Norte,city,0,0,0,0,0,0,10,10,15,0,0,0,0,0,0,30,30,2000
1904,Espirito Santo do Dourado,Minas Gerais,city,0,0,0,620,470,470,630,630,4725,0,0,0,350,1239,350,0,0,0
1905,Espirito Santo do Pinhal,Sao Paulo,city,0,0,0,12518,7500,7500,1000,1000,7333,0,0,0,0,0,0,1700,1700,136000
1906,Espirito Santo do Turvo,Sao Paulo,city,0,0,0,0,0,0,650,650,2647,0,0,0,2100,6231,2100,2200,2200,158888
1907,Estacao,Rio Grande do Sul,city,0,0,0,0,0,0,250,250,750,0,0,0,5900,14957,5900,2,2,80
1908,Esteio,Rio Grande do Sul,city,0,0,0,0,0,0,0,0,0,3150,450,450,0,0,0,0,0,0
1909,Estiva,Minas Gerais,city,0,0,0,3,2,2,250,250,1650,0,0,0,0,0,0,0,0,0
1910,Estiva Gerbi,Sao Paulo,city,0,0,0,3,2,2,100,100,750,0,0,0,380,1596,380,500,500,50000
1911,Estreito,Maranhao,city,0,0,0,0,0,0,2565,2565,11860,216,117,117,4484,13900,4484,0,0,0
1912,Estrela,Rio Grande do Sul,city,0,0,0,0,0,0,1050,1050,3470,0,0,0,1920,3456,1920,70,70,2240
1913,Estrela Dalva,Minas Gerais,city,0,0,0,191,58,58,40,40,168,0,0,0,0,0,0,45,45,2025
1914,Estrela Velha,Rio Grande do Sul,city,0,0,0,0,0,0,750,750,4920,0,0,0,13000,8880,11750,2,2,40
1915,Estrela d'Oeste,Sao Paulo,city,0,0,0,7,11,11,400,400,960,0,0,0,80,240,80,8670,8670,693600
1916,Estrela de Alagoas,Alagoas,city,0,0,0,0,0,0,300,100,90,0,0,0,0,0,0,0,0,0
1917,Estrela do Indaia,Minas Gerais,city,0,0,0,372,200,200,280,280,1176,0,0,0,1200,4680,1200,700,700,56000
1918,Estrela do Norte,Goias,city,0,0,0,0,0,0,221,221,1000,24,10,10,1672,4895,1672,0,0,0
1919,Estrela do Norte,Sao Paulo,city,0,0,0,14,8,8,100,100,336,0,0,0,100,240,100,4800,4800,404443
1920,Estrela do Sul,Minas Gerais,city,0,0,0,3234,2215,2215,3600,3600,23520,0,0,0,4800,17280,4800,0,0,0
1921,Estancia,Sergipe,microregion,0,0,0,0,0,0,544,544,2000,0,0,0,0,0,0,200,200,11200
1922,Estancia,Sergipe,city,0,0,0,0,0,0,170,170,612,0,0,0,0,0,0,0,0,0
1923,Estancia Velha,Rio Grande do Sul,city,0,0,0,0,0,0,60,60,182,0,0,0,0,0,0,10,10,553
1924,Euclides da Cunha,Bahia,microregion,0,0,0,0,0,0,71945,69287,80227,0,0,0,0,0,0,0,0,0
1925,Euclides da Cunha,Bahia,city,0,0,0,0,0,0,16000,16000,34768,0,0,0,0,0,0,0,0,0
1926,Euclides da Cunha Paulista,Sao Paulo,city,0,0,0,0,0,0,800,800,2779,0,0,0,700,2520,700,4094,4094,286392
1927,Eugenopolis,Minas Gerais,city,0,0,0,3041,1686,1686,90,90,292,0,0,0,0,0,0,40,40,1600
1928,Eugenio de Castro,Rio Grande do Sul,city,0,0,0,0,0,0,1960,1960,12180,0,0,0,26380,19369,20380,5,5,40
1929,Eunapolis,Bahia,city,130,390,390,12212,3850,3850,50,50,73,0,0,0,0,0,0,30,30,1133
1930,Eusebio,Ceara,city,0,0,0,0,0,0,7,7,3,0,0,0,0,0,0,0,0,0
1931,Ewbank da Camara,Minas Gerais,city,0,0,0,0,0,0,6,6,25,0,0,0,0,0,0,0,0,0
1932,Extrema,Minas Gerais,city,0,0,0,3,2,2,120,120,756,0,0,0,150,549,150,0,0,0
1933,Extremo Oeste Baiano,Bahia,macroregion,63,39,39,24344,9900,9900,205998,205358,1461606,397,275,275,1631300,6051454,1631300,2822,2824,53186
1934,Extremoz,Rio Grande do Norte,city,0,0,0,0,0,0,80,80,40,0,0,0,0,0,0,0,0,0
1935,Exu,Pernambuco,city,0,0,0,12,30,30,10000,3000,900,0,0,0,0,0,0,0,0,0
1936,Fagundes,Paraiba,city,0,0,0,0,0,0,750,600,450,0,0,0,0,0,0,0,0,0
1937,Fagundes Varela,Rio Grande do Sul,city,0,0,0,0,0,0,1400,1400,2734,0,0,0,1300,3153,1300,2,2,70
1938,Faina,Goias,city,0,0,0,0,0,0,100,100,560,0,0,0,50,180,50,0,0,0
1939,Fama,Minas Gerais,city,0,0,0,1297,940,940,400,400,3072,0,0,0,100,366,100,0,0,0
1940,Faria Lemos,Minas Gerais,city,0,0,0,785,654,654,14,14,59,0,0,0,0,0,0,14,14,672
1941,Farias Brito,Ceara,city,0,0,0,0,0,0,2200,2200,3150,104,53,53,0,0,0,0,0,0
1942,Faro,Para,city,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,3,3,60
1943,Farol,Parana,city,0,0,0,0,0,0,10200,10200,48000,0,0,0,23000,28520,23000,0,0,0
1944,Farroupilha,Rio Grande do Sul,city,0,0,0,0,0,0,1600,1600,7552,0,0,0,0,0,0,0,0,0
1945,Fartura,Sao Paulo,city,0,0,0,4800,2500,2500,4100,4100,20820,0,0,0,5000,15000,5000,1050,1050,73500
1946,Fartura do Piaui,Piaui,city,0,0,0,0,0,0,682,150,36,0,0,0,0,0,0,0,0,0
1947,Faxinal,Parana,microregion,0,0,0,143,168,168,47240,47240,183270,21,11,11,70250,158401,70250,7481,7481,687444
1948,Faxinal,Parana,city,0,0,0,10,12,12,9740,9740,43776,10,4,4,15000,43140,15000,0,0,0
1949,Faxinal do Soturno,Rio Grande do Sul,city,0,0,0,0,0,0,280,280,504,11020,1900,1900,1850,3108,1850,30,30,750
1950,Faxinal dos Guedes,Santa Catarina,city,0,0,0,0,0,0,3500,3500,25200,0,0,0,12100,43500,12100,0,0,0
1951,Faxinalzinho,Rio Grande do Sul,city,0,0,0,0,0,0,1100,900,2160,0,0,0,5500,8250,5500,5,5,150
1952,Fazenda Nova,Goias,city,0,0,0,0,0,0,0,0,0,0,0,0,1200,3360,1200,0,0,0
1953,Fazenda Rio Grande,Parana,city,0,0,0,0,0,0,395,395,3358,0,0,0,1830,6314,1830,0,0,0
1954,Fazenda Vilanova,Rio Grande do Sul,city,0,0,0,0,0,0,300,300,818,0,0,0,600,1061,600,0,0,0
1955,Feijo,Acre,city,0,0,0,51,30,27,2900,2900,6000,302,240,240,0,0,0,20,20,500
1956,Feira Grande,Alagoas,city,0,0,0,0,0,0,40,10,36,0,0,0,0,0,0,220,220,14123
1957,Feira Nova,Pernambuco,city,0,0,0,0,0,0,20,20,17,0,0,0,0,0,0,180,200,6300
1958,Feira Nova,Sergipe,city,0,0,0,0,0,0,5700,5700,20087,0,0,0,0,0,0,0,0,0
1959,Feira Nova do Maranhao,Maranhao,city,0,0,0,0,0,0,1610,1610,8682,904,352,352,1850,5089,1850,19,19,380
1960,Feira da Mata,Bahia,city,0,0,0,0,0,0,180,180,127,0,0,0,0,0,0,0,0,0
1961,Feira de Santana,Bahia,microregion,145,250,250,0,0,0,24276,24226,4011,0,0,0,25,62,25,1,1,10
1962,Feira de Santana,Bahia,city,0,0,0,0,0,0,5200,5200,780,0,0,0,0,0,0,0,0,0
1963,Felipe Guerra,Rio Grande do Norte,city,0,0,0,0,0,0,70,70,15,80,30,30,0,0,0,0,0,0
1964,Felisburgo,Minas Gerais,city,0,0,0,15,15,15,160,130,140,0,0,0,0,0,0,12,12,540
1965,Felixlandia,Minas Gerais,city,0,0,0,0,0,0,500,500,3000,0,0,0,225,702,225,175,175,8750
1966,Feliz,Rio Grande do Sul,city,0,0,0,0,0,0,90,90,162,0,0,0,0,0,0,10,10,356
1967,Feliz Deserto,Alagoas,city,0,0,0,0,0,0,20,18,37,0,0,0,0,0,0,2500,2500,156614
1968,Feliz Natal,Mato Grosso,city,0,0,0,0,0,0,115000,115000,662400,21600,6000,6000,141000,482220,141000,0,0,0
1969,Felicio dos Santos,Minas Gerais,city,0,0,0,982,297,297,450,450,1593,33,12,12,0,0,0,100,100,5000
1970,Fernandes Pinheiro,Parana,city,0,0,0,0,0,0,3500,3500,24380,11,5,5,15000,52500,15000,0,0,0
1971,Fernandes Tourinho,Minas Gerais,city,0,0,0,0,0,0,10,10,35,0,0,0,0,0,0,0,0,0
1972,Fernando Falcao,Maranhao,city,0,0,0,0,0,0,2870,2870,9016,500,410,410,8370,25880,8370,2,2,96
1973,Fernando Pedroza,Rio Grande do Norte,city,0,0,0,0,0,0,60,51,22,0,0,0,0,0,0,0,0,0
1974,Fernando Prestes,Sao Paulo,city,0,0,0,0,0,0,50,50,200,0,0,0,100,360,100,9100,9100,773500
1975,Fernando de Noronha,Pernambuco,microregion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Fernando de Noronha,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,Fernandopolis,Sao Paulo,microregion,0,0,0,64,88,88,4116,4116,16852,0,0,0,3068,9080,3068,71248,71248,5581046
1978,Fernandopolis,Sao Paulo,city,0,0,0,3,5,5,600,600,2880,0,0,0,200,480,200,17000,17000,1360000
1979,Fernao,Sao Paulo,city,0,0,0,737,531,531,1000,1000,5400,0,0,0,400,1200,400,1,1,50
1980,Ferraz de Vasconcelos,Sao Paulo,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Ferreira Gomes,Amapa,city,0,0,0,0,0,0,135,134,107,15,17,15,310,810,308,0,0,0
1982,Ferreiros,Pernambuco,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,230000
1983,Ferros,Minas Gerais,city,0,0,0,48,39,39,280,280,1117,0,0,0,0,0,0,300,300,14400
1984,Fervedouro,Minas Gerais,city,0,0,0,6458,4485,4485,380,380,1482,0,0,0,0,0,0,10,10,400
1985,Figueira,Parana,city,0,0,0,227,189,189,650,650,3310,45,30,30,1800,7138,1800,20,20,1000
1986,Figueirao,Mato Grosso do Sul,city,0,0,0,0,0,0,0,0,0,0,0,0,3114,9342,3114,0,0,0
1987,Figueiropolis,Tocantins,city,0,0,0,0,0,0,3580,3580,18099,35,11,11,24741,81406,24741,0,0,0
1988,Figueiropolis D'Oeste,Mato Grosso,city,0,0,0,0,0,0,250,250,975,0,0,0,117,386,117,0,0,0
1989,Filadelfia,Bahia,city,0,0,0,0,0,0,1600,1600,165,0,0,0,0,0,0,0,0,0
1990,Filadelfia,Tocantins,city,0,0,0,0,0,0,240,240,637,30,10,10,0,0,0,0,0,0
1991,Firmino Alves,Bahia,city,167,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Firminopolis,Goias,city,0,0,0,0,0,0,6000,6000,36000,0,0,0,11500,42780,11500,0,0,0
1993,Flexeiras,Alagoas,city,0,0,0,0,0,0,80,80,160,0,0,0,0,0,0,3000,3000,182682
1994,Flor da Serra do Sul,Parana,city,0,0,0,0,0,0,2800,2800,13440,1,1,1,6600,12870,6600,5,5,250
1995,Flor do Sertao,Santa Catarina,city,0,0,0,0,0,0,130,130,390,0,0,0,550,480,550,10,10,350
1996,Flora Rica,Sao Paulo,city,0,0,0,0,0,0,500,500,2969,0,0,0,600,1440,600,4200,4200,298666
1997,Florai,Parana,microregion,0,0,0,7,29,14,98232,98232,372239,2,1,1,100634,162000,100602,2167,2167,153246
1998,Florai,Parana,city,0,0,0,1,19,4,12720,12720,57200,0,0,0,12720,12720,12720,1009,1009,74620
1999,Floreal,Sao Paulo,city,0,0,0,0,0,0,470,470,2199,0,0,0,250,675,250,3700,3700,333000
2000,Flores,Pernambuco,city,0,0,0,0,0,0,10000,10000,1000,0,0,0,0,0,0,10,10,480
2001,Flores da Cunha,Rio Grande do Sul,city,0,0,0,0,0,0,410,410,861,0,0,0,0,0,0,0,0,0
2002,Flores de Goias,Goias,city,0,0,0,0,0,0,4700,4700,34376,60258,12000,12000,5000,16015,5000,0,0,0
2003,Flores do Piaui,Piaui,city,0,0,0,0,0,0,810,810,972,36,40,40,0,0,0,0,0,0
2004,Floresta,Parana,city,0,0,0,0,0,0,12360,12360,51912,2,1,1,12740,11466,12740,0,0,0
2005,Floresta,Pernambuco,city,0,0,0,0,0,0,700,700,70,0,0,0,0,0,0,0,0,0
2006,Floresta Azul,Bahia,city,300,2000,2000,35,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2007,Floresta do Araguaia,Para,city,0,0,0,0,0,0,735,735,2146,164,80,80,8574,18005,8574,0,0,0
2008,Floresta do Piaui,Piaui,city,0,0,0,0,0,0,506,506,380,0,0,0,0,0,0,0,0,0
2009,Florestal,Minas Gerais,city,0,0,0,0,0,0,15,15,72,0,0,0,0,0,0,12,12,720
2010,Florestopolis,Parana,city,0,0,0,4,3,3,9072,9072,35659,0,0,0,9500,22270,9500,4657,4657,381522
2011,Floriano,Piaui,microregion,0,0,0,0,0,0,16273,16273,25080,911,623,623,885,3983,885,32,32,1290
2012,Floriano,Piaui,city,0,0,0,0,0,0,1060,1060,1590,5,5,5,0,0,0,0,0,0
2013,Floriano Peixoto,Rio Grande do Sul,city,0,0,0,0,0,0,1050,1050,3402,0,0,0,6450,11588,6438,23,23,920
2014,Florianopolis,Santa Catarina,microregion,0,0,0,0,0,0,125,125,703,15186,2147,2147,0,0,0,322,322,10413
2015,Florianopolis,Santa Catarina,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,150
2016,Florania,Rio Grande do Norte,city,0,0,0,0,0,0,400,400,80,0,0,0,0,0,0,0,0,0
2017,Florinea,Sao Paulo,city,0,0,0,0,0,0,6450,6450,35550,0,0,0,6400,24065,6400,8876,8876,843220
2018,Florida,Parana,city,0,0,0,0,0,0,3702,3702,14803,0,0,0,3800,4500,3750,883,883,51458
2019,Florida Paulista,Sao Paulo,city,0,0,0,120,100,100,700,700,2778,0,0,0,200,600,200,18100,18100,1267000
2020,Fonte Boa,Amazonas,city,10,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Fontoura Xavier,Rio Grande do Sul,city,0,0,0,0,0,0,1000,1000,1800,0,0,0,5000,10500,5000,0,0,0
2022,Formiga,Minas Gerais,microregion,0,0,0,11733,7853,7853,25033,25033,148173,1104,201,201,30900,122835,30900,3718,3718,253625
2023,Formiga,Minas Gerais,city,0,0,0,5013,2785,2785,10500,10500,64800,0,0,0,16000,63840,16000,42,42,1890
2024,Formigueiro,Rio Grande do Sul,city,0,0,0,0,0,0,512,512,432,57824,8320,8320,13000,11700,13000,12,12,360
2025,Formosa,Goias,city,0,0,0,0,0,0,9000,9000,65913,533,250,250,26000,88972,26000,1500,1500,118077
2026,Formosa da Serra Negra,Maranhao,city,0,0,0,0,0,0,1133,1133,2150,1974,1140,1140,0,0,0,5,5,308
2027,Formosa do Oeste,Parana,city,0,0,0,2,2,2,15650,13150,61907,0,0,0,16100,64400,16100,5,5,300
2028,Formosa do Rio Preto,Bahia,city,0,0,0,0,0,0,31000,31000,228191,107,100,100,427500,1576620,427500,75,75,1325
2029,Formosa do Sul,Santa Catarina,city,0,0,0,0,0,0,120,120,576,0,0,0,400,360,400,15,15,550
2030,Formoso,Goias,city,0,0,0,0,0,0,609,609,2157,136,61,61,0,0,0,0,0,0
2031,Formoso,Minas Gerais,city,0,0,0,1882,560,560,12200,12200,81240,28,25,25,35000,136500,35000,15,15,600
2032,Formoso do Araguaia,Tocantins,city,0,0,0,0,0,0,700,700,3955,132520,22600,22600,5206,16149,5206,32,32,1333
2033,Forquetinha,Rio Grande do Sul,city,0,0,0,0,0,0,420,420,1197,0,0,0,350,636,350,26,26,655
2034,Forquilha,Ceara,city,0,0,0,0,0,0,2830,2830,1022,0,0,0,0,0,0,0,0,0
2035,Forquilhinha,Santa Catarina,city,0,0,0,0,0,0,1250,1250,10625,87750,9750,9750,1250,2625,1250,0,0,0
2036,Fortaleza,Ceara,microregion,0,0,0,0,0,0,3881,3881,3205,17,17,17,0,0,0,347,347,16979
2037,Fortaleza,Ceara,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Fortaleza de Minas,Minas Gerais,city,0,0,0,1905,1270,1270,600,600,4032,0,0,0,0,0,0,13,13,572
2039,Fortaleza dos Nogueiras,Maranhao,city,0,0,0,0,0,0,11900,11900,65040,1730,720,720,17400,57420,17400,0,0,0
2040,Fortaleza dos Valos,Rio Grande do Sul,city,0,0,0,0,0,0,2300,2300,17720,0,0,0,36140,33552,35140,10,10,250
2041,Fortim,Ceara,city,0,0,0,0,0,0,325,325,280,0,0,0,0,0,0,0,0,0
2042,Fortuna,Maranhao,city,0,0,0,0,0,0,8150,8150,25387,711,525,525,2120,6625,2120,0,0,0
2043,Fortuna de Minas,Minas Gerais,city,0,0,0,0,0,0,40,40,216,6,2,2,0,0,0,8,8,560
2044,Foz do Iguacu,Parana,microregion,0,0,0,3,2,2,150370,150120,954412,132,29,29,175375,158074,171595,305,305,16753
2045,Foz do Iguacu,Parana,city,0,0,0,0,0,0,9630,9630,62595,0,0,0,9450,6265,8950,60,60,3120
